Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,middleFloor
11302,111,1.0,44.34915818303492,23.656061388998953,8.0,5,12.0,1986.0,0.093442564,1,1,23,4635,5,3300.0,2,4,1,243040.13769314004,1.0
741,13,1.0,40.27022239513371,23.02938106920911,8.0,5,12.0,1982.0,0.090799103,1,1,74,19083,2,900.0,5,15,1,194107.0221116977,1.0
377,30,1.0,37.59386618111414,23.464890468313246,0.0,3,13.0,1977.0,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,131908.21144078881,1.0
10360,30,1.0,42.06277176156735,39.82430885513811,1.0,10,17.0,2015.0,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,102227.31317059993,1.0
535,2,3.0,74.19904875578756,44.73588895764597,10.0,5,14.0,2008.0,0.035145267,1,1,42,9292,3,2620.0,0,3,1,512797.3734005682,1.0
4597,54,2.0,38.137956067939314,22.709428962526587,7.0,8,9.0,1967.0,0.006076152,1,1,30,5285,0,645.0,6,6,1,224757.9913985407,1.0
10233,45,2.0,66.67957791873144,41.619262695636436,1.0,15,17.0,1977.0,0.195781053,1,1,23,5212,6,900.0,3,2,1,192084.11516777286,1.0
4211,1,3.0,77.56325668408144,48.412507340677514,1.0,4,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,221143.09214990772,1.0
10100,53,1.0,40.65549933910779,22.05776848447152,10.0,18,19.0,2017.0,0.049637257,1,1,34,7759,0,229.0,1,3,1,199166.19839241388,1.0
4500,23,1.0,30.190297488063845,28.1806806413837,10.0,8,17.0,2013.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,102069.27074022224,1.0
12208,27,1.0,38.85688979182382,22.4088217619132,1.0,17,17.0,1977.0,0.011654127,1,1,4,915,0,900.0,0,0,1,125387.98424417328,0.0
5053,69,2.0,54.88593177280396,35.39219679409811,9.0,5,16.0,1983.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,320532.7138504725,1.0
2101,63,1.0,50.15487279331461,48.21573141859207,10.0,14,17.0,2018.0,0.23861713,1,1,26,3889,6,705.0,3,6,1,280202.20153327525,1.0
11087,9,2.0,60.987084505396545,38.06619013342679,1.0,5,8.0,1977.0,0.161531741,1,1,25,5648,1,30.0,2,4,1,179144.8130739315,1.0
14439,6,2.0,53.31873532888334,33.27985151550468,1.0,6,17.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,147639.02886498734,1.0
10161,62,1.0,54.101322895002795,52.98152914889968,10.0,4,17.0,2015.0,0.072157581,1,1,2,629,1,900.0,0,0,0,135613.0266570616,1.0
16034,9,2.0,54.029392622462204,31.062163251967807,8.0,7,17.0,1992.0,0.161531741,1,1,25,5648,1,30.0,2,4,1,173834.65371485846,1.0
15797,8,1.0,38.87446464457707,19.04761185502673,8.0,11,17.0,1993.0,0.219006007,1,1,28,6746,3,900.0,1,4,1,170851.18046692546,1.0
5813,123,2.0,75.93979664656275,36.33487157417501,13.0,7,12.0,2009.0,0.0,1,1,6,2733,0,920.0,0,4,1,376746.4394810252,1.0
15343,23,3.0,66.03304500970015,41.21571750500636,1.0,9,12.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,130284.35197633068,1.0
8475,74,1.0,33.250013099851344,20.192087891272443,5.0,3,5.0,1966.0,0.371148999,1,1,34,7065,1,750.0,2,5,1,111578.39249433018,1.0
12944,113,1.0,40.870551150070575,22.71941859708304,8.0,11,17.0,1999.0,0.050755569,1,1,24,5469,1,145.0,0,1,1,202906.219573144,1.0
3205,27,1.0,37.530396193144405,34.58602886083637,1.0,3,17.0,2015.0,0.011654127,1,1,4,915,0,900.0,0,0,1,96418.70117590172,1.0
233,18,1.0,40.4898419889715,23.17479377581022,7.0,5,15.0,2001.0,0.0,1,1,30,5562,0,900.0,0,5,0,195089.17474542235,1.0
7556,145,2.0,55.9506522751074,30.32206681132589,8.0,11,17.0,1998.0,0.0,1,1,30,5562,0,900.0,0,5,0,241056.0422181488,1.0
15114,13,1.0,40.789580997310146,23.616372544985172,8.0,7,17.0,1999.0,0.090799103,1,1,74,19083,2,900.0,5,15,1,181058.00757746148,1.0
2351,111,3.0,63.95277149942746,42.56957122779794,6.0,8,9.0,1968.0,0.135649789,1,1,46,7960,6,350.0,3,11,1,282595.0482116064,1.0
8915,69,2.0,80.12630122421082,39.39334509802024,11.0,15,24.0,2012.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,308962.6082799329,1.0
4243,19,2.0,58.317005269098864,34.33322904353807,10.0,22,22.0,1995.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,290669.1457436673,0.0
2309,6,2.0,61.547027611994935,38.41568873518057,1.0,9,17.0,2016.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,173732.1387467272,1.0
15413,93,3.0,78.26453604633366,41.65571364710964,11.0,7,24.0,2012.0,0.050900058,1,1,43,10621,1,30.0,2,3,1,311756.18582742626,1.0
5462,72,2.0,65.2682581978848,39.31806625473629,8.0,5,5.0,1963.0,0.210473241,1,1,11,2398,2,1994.0,3,0,1,252551.9582572872,0.0
13636,57,2.0,61.97995201755483,35.318690663440684,10.0,3,17.0,2002.0,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,248095.79059810823,1.0
10598,113,1.0,36.867610105214325,18.344443152267136,6.0,1,9.0,1969.0,0.050755569,1,1,24,5469,1,145.0,0,1,1,156960.71172623485,0.0
4083,58,2.0,66.35728841460525,65.87452590210435,0.0,3,12.0,1977.0,0.43788524,1,1,23,5735,3,1084.0,0,5,1,152850.1336404857,1.0
964,1,2.0,63.55522917235734,39.669144004324245,1.0,9,20.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,204348.19562516303,1.0
8378,21,2.0,53.965898978287726,31.079694202425788,8.0,19,22.0,1995.0,0.034331497,1,1,25,5487,3,900.0,0,4,1,271788.0071933646,1.0
15127,150,1.0,17.046187516471182,10.639685768133752,8.0,7,12.0,1982.0,0.300322518,1,1,52,10311,6,900.0,1,9,1,74222.11046534611,1.0
7477,48,1.0,40.46922408213322,37.06196021120481,10.0,19,20.0,2017.0,0.041124634,1,1,46,9515,5,900.0,1,10,1,240710.8601978821,1.0
16653,23,3.0,76.1262742163286,43.19453722894236,10.0,10,17.0,2009.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,299563.85715687263,1.0
3739,120,3.0,98.1146814766507,56.15119111141202,12.0,15,17.0,2007.0,0.0006991189999999999,1,1,14,3369,24,4129.0,0,3,1,296586.1456525213,1.0
2510,27,1.0,38.73793051716,24.1781193648755,8.0,14,14.0,2005.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,182642.35551821362,0.0
8285,27,3.0,82.69673154128053,81.03675039848184,10.0,14,14.0,2018.0,0.072157581,1,1,2,629,1,900.0,0,0,0,240748.5817682702,0.0
1682,27,1.0,38.14086553923047,23.806309995706396,0.0,12,13.0,1977.0,0.011654127,1,1,4,915,0,900.0,0,0,1,116722.02527604294,1.0
3772,29,1.0,35.0421790959032,19.590776626142226,6.0,5,5.0,1961.0,0.040242764,1,1,25,3478,11,2729.0,3,1,1,162635.0971419442,0.0
4874,28,2.0,45.16373044524129,27.201878860257324,5.0,3,5.0,1964.0,0.118537385,1,1,30,6207,1,1183.0,1,0,1,117729.448142729,1.0
9023,8,2.0,52.25791478470514,32.63531908603789,9.0,8,14.0,2006.0,0.092290642,1,1,21,4346,2,165.0,1,2,1,268419.6752799736,1.0
8457,21,1.0,33.81890427659867,21.74887166502974,9.0,10,12.0,1967.0,0.194489265,1,1,47,8004,3,125.0,3,5,1,157933.3597167861,1.0
11873,67,2.0,52.46662680308231,33.95501053812815,8.0,5,14.0,1987.0,0.0077202819999999985,1,1,38,4788,2,900.0,0,4,1,242757.0004175871,1.0
11516,173,2.0,66.23555392168586,38.075719427559534,8.0,6,8.0,1960.0,0.081943463,1,1,20,2738,20,900.0,1,4,1,426779.6757908049,1.0
559,25,2.0,52.24801300255672,33.72937442593381,7.0,6,17.0,1993.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,85434.18782325336,1.0
2820,44,2.0,48.68480716964468,30.304909782304307,5.0,11,12.0,1972.0,0.122190486,1,1,25,4724,2,1308.0,1,3,1,195258.53581657575,1.0
1279,23,1.0,41.341135688378635,25.803816401591803,1.0,4,4.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,90020.30499318677,0.0
13783,53,1.0,38.105017719065344,21.73422385061377,8.0,3,12.0,1982.0,0.313924552,1,1,22,4625,11,3855.0,2,10,1,197515.76769628163,1.0
542,23,3.0,135.1642311063573,84.36519571742696,0.0,2,13.0,1977.0,0.014072961,1,1,2,475,0,900.0,0,0,1,166687.73582433807,1.0
12771,44,2.0,51.99488855770154,31.811567724922124,6.0,5,12.0,1981.0,0.175054867,1,1,36,10055,3,900.0,1,0,1,226706.25161445863,1.0
13301,27,1.0,37.645820210072415,23.497318513702897,1.0,4,16.0,2016.0,0.211401214,1,1,9,1892,0,900.0,0,1,1,88993.15543288397,1.0
2154,27,1.0,44.15361938638872,41.77933734434121,10.0,5,20.0,2016.0,0.011654127,1,1,4,915,0,900.0,0,0,1,134173.53618725325,1.0
2968,6,1.0,48.75773310529986,30.43301961248843,1.0,16,19.0,2015.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,155224.2276652908,1.0
10709,52,2.0,64.51520710288801,40.26833156549124,1.0,9,17.0,1977.0,0.371148999,1,1,34,7065,1,750.0,2,5,1,189484.63156823398,1.0
12831,70,2.0,55.37441988203647,33.972125142859696,9.0,11,24.0,2009.0,0.002211665,1,1,39,7614,3,900.0,1,5,0,104137.09191786412,1.0
1177,23,1.0,30.806584597827253,27.77621125756176,0.0,2,13.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,65379.95734475591,1.0
5201,111,1.0,31.64958147185561,21.48112969278636,5.0,1,9.0,1963.0,0.1363303,1,1,30,6141,10,262.0,3,6,1,151062.78038841294,0.0
8857,47,1.0,40.719652872638285,22.346909027104896,7.0,6,17.0,2003.0,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,201323.773301427,1.0
898,93,1.0,47.56444337054507,23.574422811627468,13.0,9,24.0,2012.0,0.050900058,1,1,43,10621,1,30.0,2,3,1,199556.86590520246,1.0
3809,6,1.0,53.39269991707995,33.326017848922106,1.0,7,10.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,129606.28290529865,1.0
7801,27,1.0,39.01083585194189,24.349317676802865,10.0,12,19.0,1977.0,0.211401214,1,1,9,1892,0,900.0,0,1,1,91268.37773591458,1.0
12840,69,3.0,79.241120502054,49.6656866263902,10.0,15,16.0,1977.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,380613.3739170898,1.0
6042,94,2.0,54.69426949377282,37.599916476351844,6.0,8,9.0,1971.0,0.282797669,1,1,33,8667,2,900.0,0,6,1,100245.54034245512,1.0
9741,8,1.0,32.330333302772885,21.141703519115573,6.0,8,9.0,1980.0,0.219006007,1,1,28,6746,3,900.0,1,4,1,153824.02047663243,1.0
2521,129,2.0,53.98995387267331,35.34784805920609,6.0,7,9.0,1970.0,0.020741326,1,1,24,5613,5,1340.0,2,5,1,307297.04684873496,1.0
865,1,1.0,40.63146001960157,25.360859517198616,1.0,17,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,135862.43626486594,0.0
16514,128,3.0,74.97657181327205,49.35558881911789,10.0,2,17.0,1992.0,0.0,1,1,27,4798,0,30.0,2,8,1,302428.2814113376,1.0
4363,75,2.0,43.92273521678444,28.338527063473407,5.0,5,5.0,1963.0,0.307466659,1,0,30,5048,9,325.0,2,5,1,183619.27163266318,0.0
15283,96,1.0,39.22879467501645,21.662834778006534,8.0,2,10.0,1995.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,151909.6459149844,1.0
1106,66,2.0,46.29737422409241,29.7018076462285,6.0,13,16.0,1972.0,0.161975568,1,0,31,7010,5,4508.0,3,7,1,238608.6626828097,1.0
1296,52,2.0,67.97220540381187,42.4260794834501,1.0,13,17.0,1977.0,0.371148999,1,1,34,7065,1,750.0,2,5,1,183794.366241372,1.0
13866,94,2.0,64.28506724828556,38.56251674804049,9.0,16,16.0,1972.0,0.282797669,1,1,33,8667,2,900.0,0,6,1,343995.10296205425,0.0
6061,61,3.0,57.54116208983821,41.005769283804774,5.0,9,9.0,1976.0,0.300322518,1,1,52,10311,6,900.0,1,9,1,241284.69870009,0.0
556,119,3.0,55.21318159197818,39.688166520184865,5.0,3,5.0,1965.0,0.000995363,1,1,42,7651,1,900.0,1,5,1,214400.93941050424,1.0
12464,1,2.0,61.12303072263193,38.15104341990819,1.0,15,20.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,203425.98654397926,1.0
8397,70,1.0,50.33710217441808,27.720594711473595,11.0,18,21.0,2004.0,0.093442564,1,1,23,4635,5,3300.0,2,4,1,337684.95983058924,1.0
14957,23,2.0,58.63486587397398,36.59801039692541,1.0,5,17.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,179772.35500744413,1.0
15126,37,2.0,45.57479661015466,30.839079945268512,6.0,6,12.0,1970.0,0.127811589,1,1,28,7287,5,320.0,1,3,1,192358.1290200675,1.0
15497,101,2.0,46.41638144536218,28.571707355730066,5.0,5,5.0,1961.0,0.225824954,0,1,41,6558,7,1548.0,3,2,1,159908.9207213924,0.0
1820,85,2.0,54.024654539484246,34.9070872622148,9.0,11,16.0,1979.0,0.037177818,1,1,52,11217,1,2300.0,1,7,1,202620.33592076448,1.0
5158,23,1.0,31.12674753682793,29.47198679716041,1.0,11,17.0,2017.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,74551.82614991626,1.0
1394,27,1.0,61.46971625866468,26.68467682192469,15.0,5,6.0,1977.0,0.07542368,1,1,11,3097,0,900.0,0,0,1,155874.7323998827,1.0
14560,105,3.0,75.77598837693716,39.114520536171156,6.0,5,14.0,1977.0,0.040242764,1,1,25,3478,11,2729.0,3,1,1,417308.9934867819,1.0
13911,113,2.0,46.70536377545421,29.277356589967198,4.0,2,5.0,1961.0,0.060753049,1,1,15,2787,2,520.0,0,7,1,138396.51485603492,1.0
16480,114,1.0,32.33268639894296,21.66392883217304,5.0,3,5.0,1964.0,0.051942062,1,1,17,4017,7,800.0,2,0,1,158881.67272006572,1.0
8061,99,1.0,34.23045846084477,22.76548461848985,6.0,7,9.0,1971.0,0.033493708,1,1,66,10573,1,1322.0,3,8,1,132204.75802500115,1.0
6484,110,1.0,37.5472702842621,23.369915990914198,8.0,9,10.0,1996.0,0.033493708,1,1,66,10573,1,1322.0,3,8,1,164474.22295104252,1.0
12907,5,2.0,43.1520679365497,29.488228611300237,5.0,1,5.0,1964.0,0.150817539,1,1,16,3433,4,2643.0,4,5,1,184949.25682856503,0.0
3025,61,3.0,72.75823851202937,46.38777475498605,7.0,4,16.0,1978.0,0.300322518,1,1,52,10311,6,900.0,1,9,1,330204.6887386405,1.0
9945,62,2.0,55.28081986064991,34.50452200844279,0.0,7,13.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,159992.4876139753,1.0
2544,37,2.0,42.769906106380304,29.120731696549,5.0,2,9.0,1973.0,0.127811589,1,1,28,7287,5,320.0,1,3,1,171852.38865536446,1.0
851,99,3.0,65.62517845416716,43.2526732763771,10.0,10,12.0,1973.0,0.033493708,1,1,66,10573,1,1322.0,3,8,1,285568.5191894024,1.0
2400,9,1.0,39.273009215677774,24.401512183961305,8.0,2,14.0,1970.0,0.136244425,1,1,11,2370,0,900.0,0,1,1,119163.24935918314,1.0
15192,26,3.0,117.71455103699681,57.44064757500696,15.0,17,30.0,2012.0,0.0,1,1,36,6714,2,2672.0,0,2,1,624680.099059137,1.0
13213,49,2.0,40.829855315980396,22.624396057626324,6.0,4,12.0,1970.0,0.020741326,1,1,24,5613,5,1340.0,2,5,1,245219.18543655594,1.0
7492,37,2.0,58.40527503100289,29.41128020437941,7.0,12,12.0,1980.0,0.122190486,1,1,25,4724,2,1308.0,1,3,1,237718.72083027413,0.0
4732,27,3.0,85.34523314948923,82.92886977684613,1.0,13,20.0,2016.0,0.072157581,1,1,2,629,1,900.0,0,0,0,265311.5169858603,1.0
16147,90,2.0,58.8891728796043,36.41630748034204,9.0,4,17.0,1989.0,0.246031548,1,0,22,3151,4,2715.0,3,3,1,217401.33132394837,1.0
13645,6,1.0,38.77000948849199,19.606423027431934,7.0,17,17.0,2014.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,111490.44272644537,0.0
13279,194,3.0,92.18395214820877,54.84811551163089,10.0,4,10.0,1956.0,0.174739084,1,1,17,3379,9,100.0,0,3,1,478782.48842128884,1.0
3057,10,3.0,62.58350145008118,44.85558418022064,6.0,1,12.0,1971.0,0.089039719,1,1,33,7976,5,900.0,0,11,1,246763.45383180317,0.0
12715,101,2.0,44.832124607800644,27.250563261421682,5.0,4,5.0,1964.0,0.225824954,0,1,41,6558,7,1548.0,3,2,1,177535.3737452566,1.0
9517,46,1.0,37.89978654520385,24.62178015839651,6.0,10,13.0,1979.0,0.188783766,1,1,31,6137,4,900.0,0,1,1,162840.31660016338,1.0
15558,34,3.0,86.34058762161992,76.95666964094545,1.0,23,23.0,1990.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,331562.07874835236,0.0
4402,66,1.0,30.759539581689957,16.820947399254827,7.0,17,17.0,2002.0,0.111627393,1,1,50,12238,8,1970.0,2,3,1,209377.00384376786,0.0
8105,88,1.0,40.37262129184163,22.58244865358429,7.0,15,17.0,2005.0,0.127375905,1,1,43,8429,3,900.0,3,9,1,171483.8554170241,1.0
12620,66,1.0,33.559979003091264,22.149001505998026,5.0,4,5.0,1963.0,0.111627393,1,1,50,12238,8,1970.0,2,3,1,165460.22241381087,1.0
11762,120,2.0,57.300257272154816,33.496250147738536,9.0,17,17.0,1992.0,0.0006991189999999999,1,1,14,3369,24,4129.0,0,3,1,257520.3196491729,0.0
15234,109,2.0,65.8751019261082,36.83793253401253,10.0,19,19.0,1994.0,0.1363303,1,1,30,6141,10,262.0,3,6,1,147570.42992296265,0.0
948,23,2.0,57.363837878119924,55.604269022197684,1.0,3,15.0,1977.0,0.005767451,1,1,1,388,0,900.0,0,0,1,95227.62905442367,1.0
9589,18,1.0,40.76598422914002,21.15669016309435,8.0,2,17.0,1988.0,0.0,1,1,30,5562,0,900.0,0,5,0,156041.93646711114,1.0
15045,127,1.0,35.55126477816215,15.418166439952707,9.0,3,9.0,1962.0,0.486245621,1,1,13,2514,19,900.0,0,6,1,150063.02483891492,1.0
1576,53,2.0,47.72799961365304,27.542496912513233,5.0,1,9.0,1970.0,0.049637257,1,1,34,7759,0,229.0,1,3,1,210352.15016350397,0.0
13975,85,2.0,59.759341378610145,33.39019855209761,10.0,6,22.0,1988.0,0.037177818,1,1,52,11217,1,2300.0,1,7,1,313802.3378282537,1.0
12893,17,2.0,57.03599600077772,36.788651882476785,9.0,6,9.0,1963.0,0.0,1,1,25,5027,4,46.0,1,1,1,381880.54409051186,1.0
7078,37,1.0,42.90036560752277,23.19008976945938,8.0,14,17.0,2002.0,0.17891679600000002,1,1,18,3594,4,192.0,1,5,1,236505.36474791128,1.0
5730,23,2.0,54.35462435230073,33.92642035614252,1.0,4,15.0,2017.0,0.005767451,1,1,1,388,0,900.0,0,0,1,91011.48552842301,1.0
1560,59,2.0,65.04393558318965,39.40991815509657,7.0,2,5.0,1957.0,0.309479124,1,1,35,7715,4,990.0,0,6,1,240308.61850870532,1.0
6235,52,1.0,45.17973695949804,17.696261424773642,10.0,18,22.0,2005.0,0.371148999,1,1,34,7065,1,750.0,2,5,1,189477.39033787145,1.0
11196,6,1.0,46.16057600994112,28.811957110483494,0.0,14,25.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,139968.82461432138,1.0
15065,29,1.0,34.998058588883836,22.267017630618817,5.0,5,5.0,1964.0,0.086885265,1,1,10,2277,2,1547.0,0,0,1,126557.61537593172,0.0
13755,96,3.0,85.93617060557894,45.64843779299578,10.0,14,16.0,2005.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,298013.4261601991,1.0
888,29,2.0,44.30807907177439,30.31467218572948,5.0,3,5.0,1961.0,0.069660344,1,1,31,6119,4,900.0,1,2,1,187266.03953380662,1.0
3524,6,1.0,38.50640717439108,24.034469408450192,1.0,9,17.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,128959.85248764248,1.0
14062,6,1.0,48.74921761068064,30.427704512744203,1.0,8,25.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,140529.95455572085,1.0
16204,23,1.0,160.64758838378532,100.27109335506174,1.0,3,3.0,1977.0,0.014072961,1,1,2,475,0,900.0,0,0,1,217874.99745192318,0.0
6084,81,1.0,47.399294227484475,21.585999509991712,10.0,7,17.0,2011.0,0.006076152,1,1,30,5285,0,645.0,6,6,1,169603.42688723368,1.0
14828,67,1.0,32.661301190960785,18.043465098416508,7.0,3,12.0,1975.0,0.100455735,1,1,43,7227,0,900.0,1,6,0,169378.72637286686,1.0
6388,1,2.0,66.03302185096129,41.215703050061286,12.0,3,16.0,2018.0,0.007122317,1,1,1,264,0,900.0,0,1,1,160398.80187592187,1.0
1031,88,1.0,34.481866711737645,17.595777956397978,6.0,8,12.0,1975.0,0.127375905,1,1,43,8429,3,900.0,3,9,1,144561.79485911282,1.0
10547,46,1.0,31.841168495377694,24.112953090553432,5.0,1,5.0,1968.0,0.0,1,1,47,11319,0,1145.0,3,5,1,149286.79093827933,0.0
12885,79,1.0,42.205421285803226,26.343275864984182,1.0,20,25.0,2019.0,0.307466659,1,0,30,5048,9,325.0,2,5,1,230486.63398128608,1.0
10072,7,2.0,45.945167940776216,25.81217105896598,5.0,5,5.0,1964.0,0.130617806,1,1,39,10418,9,900.0,1,9,1,210510.45537182427,0.0
8901,34,5.0,121.57742344734959,114.913843062608,1.0,25,28.0,1977.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,455446.393758171,1.0
6521,57,2.0,47.01858108133978,31.0347793118546,6.0,6,12.0,1982.0,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,212629.12591381915,1.0
13350,6,1.0,48.1052281982363,30.02574689144078,1.0,16,17.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,140349.45689139495,1.0
6358,27,5.0,42.00329332353966,26.21711404719592,0.0,5,12.0,1977.0,0.011654127,1,1,4,915,0,900.0,0,0,1,112693.64176942175,1.0
11445,19,3.0,66.5282004701069,38.44779010099694,8.0,10,13.0,1974.0,0.309479124,1,1,35,7715,4,990.0,0,6,1,272663.06542109296,1.0
6361,8,1.0,41.72439128048997,22.71446905428964,8.0,2,14.0,1985.0,0.458174486,1,0,26,4439,1,1130.0,1,5,1,152573.6989041309,1.0
5311,91,1.0,38.22758279419987,20.85856291384711,10.0,4,12.0,1972.0,0.333891544,1,1,30,6564,1,900.0,0,0,1,167249.61306159702,1.0
10003,99,1.0,41.279802166428645,20.432541990686428,9.0,9,25.0,2007.0,0.012338886,1,1,35,5776,1,2078.0,2,4,1,199140.83369891092,1.0
9450,9,1.0,38.46080747913914,19.31622325528808,8.0,5,17.0,1996.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,176552.02065422348,1.0
7508,21,3.0,78.55301480564889,45.77218552389222,10.0,3,9.0,1973.0,0.194489265,1,1,47,8004,3,125.0,3,5,1,253983.95230722727,1.0
1039,27,1.0,38.1611778227419,23.8189882742708,1.0,7,19.0,1977.0,0.211401214,1,1,9,1892,0,900.0,0,1,1,108179.29563950289,1.0
4517,71,2.0,53.469433208148345,34.15233708684477,8.0,4,12.0,1982.0,0.407276235,0,1,9,1768,0,370.0,0,0,0,182516.55818109802,1.0
10527,27,1.0,65.37636185075695,40.805836852594794,1.0,10,17.0,2013.0,0.211401214,1,1,9,1892,0,900.0,0,1,1,97560.72038303783,1.0
12839,13,2.0,47.421493269463326,34.87193898634037,6.0,9,12.0,1980.0,0.090799103,1,1,74,19083,2,900.0,5,15,1,197873.9695499043,1.0
2673,74,2.0,71.06185373681834,44.35453928511913,10.0,3,17.0,2018.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,233814.07530028233,1.0
5824,19,3.0,78.77844360361523,47.61315761400029,10.0,7,17.0,1994.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,258770.6243588981,1.0
11038,55,3.0,78.82435569270865,45.709655723265904,10.0,10,12.0,1997.0,0.041365446,1,1,31,5569,0,900.0,1,4,1,310638.32410907146,1.0
3631,111,2.0,49.251137234832996,29.552331222547018,7.0,4,9.0,1969.0,0.135649789,1,1,46,7960,6,350.0,3,11,1,226390.9880720457,1.0
410,27,2.0,67.85660048761633,42.353922587347476,0.0,12,13.0,1977.0,0.017647053,1,1,2,469,0,900.0,0,0,1,184241.6076532796,1.0
1777,47,2.0,52.46646287801794,31.807666941315,8.0,5,12.0,1979.0,0.101872465,1,1,23,4583,3,900.0,3,3,1,269694.16391909646,1.0
15944,94,1.0,36.990846406422136,19.131393451355013,9.0,9,16.0,1978.0,0.521867054,1,1,25,6149,0,900.0,0,0,1,156339.2545493406,1.0
3091,62,3.0,105.14044219625922,65.62530568256992,0.0,9,13.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,265689.0226171058,1.0
2027,27,1.0,38.98449069122291,24.33287386898425,0.0,9,16.0,2014.0,0.011654127,1,1,4,915,0,900.0,0,0,1,107566.05820579457,1.0
13214,23,3.0,65.5983259014652,61.3341696907413,1.0,5,8.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,131250.9158694752,1.0
7014,6,1.0,52.81792278866687,32.9672603245715,1.0,4,17.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,151947.48560123716,1.0
378,105,2.0,48.60510587836389,35.52782079322029,8.0,13,14.0,1972.0,0.040242764,1,1,25,3478,11,2729.0,3,1,1,203380.67515690762,1.0
10219,93,1.0,40.422991819162974,18.755570519779006,8.0,7,16.0,2005.0,0.050900058,1,1,43,10621,1,30.0,2,3,1,141704.7967760466,1.0
14534,62,2.0,73.27701000352207,40.19238154361508,12.0,8,9.0,2014.0,0.072157581,1,1,2,629,1,900.0,0,0,0,171255.8562872564,1.0
9995,21,1.0,36.14819786791131,19.119118270819136,9.0,9,12.0,1970.0,0.194489265,1,1,47,8004,3,125.0,3,5,1,173783.20852633505,1.0
14055,1,2.0,66.15145986096162,41.2896282728238,1.0,18,21.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,245970.07724645425,1.0
9955,6,2.0,64.08326750186569,39.99872866330271,1.0,2,17.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,187599.92423077679,1.0
15760,34,2.0,65.23539532668903,40.717850050944314,1.0,8,11.0,2014.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,336951.6289303201,1.0
1220,30,2.0,55.817056905827634,34.839224043863354,1.0,2,5.0,2015.0,7.81528e-05,1,1,22,6398,141,1046.0,3,23,1,161365.57481159663,1.0
1997,9,1.0,46.63467621935639,29.107875317760683,1.0,6,9.0,1977.0,0.161531741,1,1,25,5648,1,30.0,2,4,1,110158.20280535617,1.0
2488,23,2.0,51.76788768356437,48.26254220037683,0.0,3,9.0,2015.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,103450.23016769288,1.0
15291,178,3.0,92.97058063588592,59.9732501371673,10.0,7,7.0,1959.0,0.460556389,1,1,20,4386,14,900.0,1,5,1,451847.56978159776,0.0
